Label,Text
1,OMG i havent been on twitter all day  going thru withdraws
2,so bored without a camera
2,Wondering why it`s so cold - the skylight is open - I left the gas on this morning
2,This already feels like one of those days where I just won`t be able to win.
2,**** QW
1,"Well I guess I`m not heading out to LA this weekend, Doubt I`ll get to go to the PS Blog Meet and Greet"
2,Just got home from the hospital.... i have another clot in my leg
2,Omg i`m going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex<3
2,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad
2,Got a deadline to meet!!! No TGIF for me
0,"Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself"
1,My girl needs a hug! She lost here cell phone
0,"is happy  and clean, squeaky clean"
2,sad that school is over gonna miss all my friends and teachers
0,At the coast. Too many people here i know.  i love you Nicci!
0,Happy #juddday everyone!
2,misses my baby.
1, The rest of the week is less than 2.5 hours long
0,"I`m finally going to bed, everybody.. whatever you`re doing, BE BLESSED!"
2, nooo it was a real mushroom! but our neighbor uprooted it
0,   HAPPY MOTHERS DAY!! LOVE YOU GUYS...
2,just seen 1 of the fat single Mums from up the road 'seductively' sprawled across some poor blokes bonnet. He probably needs new shockers
0,is cute
1, was gonna DM you but it says you`re not following me!    lol  after all I`ve done!  hahaha
0, courtney seems like a cool chick & shes pretty
2, I can`t. I`m on my iPod and it doesn`t have IM
0,Happy Mother`s Day to all the mothers out there!!
0, Congrats on your new phone!
2, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..
0,Im really excited! cant wait
1, I didn`t think anyone caught that
2, aww BBQ? that`s not fair  all i had was chocolate
1,_DIG up late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!
2,I want to cry at the thought of the NBA season being almost over  NEXT YEAR MIAMI!!!!!!!!!!!!
1,Baking cakes with my Momma! )
2,I`m slightly disturbed by Hollyoaks tonight.  I really don`t think it`s something that should have been shown at 6.30pm...
0,feeling nice... got a big **** smile on my face for no reason   take my **** to sleep right? lol
1, mothers day pak...
2,im feeling like ish!  i just wanna go home and go mimis
1,"Awake still O_o, breeding for perfect or close to perfect IVs on a pikachu  don`t know what that means? Google it or wait for my articles"
2,Steve Aoki  sorry. May b nxt time.
1, yep im very jelous too  id love to be in miley position haha x
0, it`s my fave!
2, OH FACK U GAVE ME POLICE THATS SOME SERIOUSE ****
0,Happy Mothers Day Everybody!!!!!!
1,Where did I leave my Citeh jersey?
0,"  AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David"
1,asks for karma points please.  http://plurk.com/p/wxnt9
0, hehe - about NZ being the most magical place on Earth.
0,"Bank Holiday Bliss - Jeremy Kyle, without even bothering the Sky+"
0, We all need that simple reminder-thx!
0,Spending QT with the hubby
0, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!
1,
2," Totally unsurprised that Dave isn`t coming back to 10. But Annalisa is wrong for it, opposite of big warm mellow Dave."
2,So glad the days almost over... Another nite of me nd my pain pills alone at the crib lol. Ughh I wish this weekend was over alreadi!
1," Actually SoS won`t be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise"
2,"I hate life at the mo, it sucks"
1,Woke up to the sound of my neighbor getting a new roof
1,Done at the spa   now meeting vic for some late lunch!
2, any chance of seeing you at a race in germany? unfortunately hardly any tv & news coverage of cycling here anymore!
0,wishing you all a happy monday and a wonderful start to this week ! Make it a good one
2,"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang."
1, Morning
0," You are very sweet, my everyday hero friend"
1,Gday... Do you know if NHibernate has issues with COM Interop (VB6 <-> .Net Wrapper <-> .Net+NHibernate dll)? I`m getting crazy
1,  you aint invite me
1, I am absolutely craving a brownie with ice cream right now. FedEx some over!
0,"mmm, pizza for dinner. yum. but i burnt my mouth though .."
0, i need a hug i dnt feel so good
1,Sgt. Hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for Sgt. Ski....
0,Feeling special @ looking4him first guy to give me flowers.
1,About to go on 6 hour journey home
2,it was a hard weekend. too much alcohol on these **** 'weinfest'
0,"I just put my TV on the Canucks game and they score  yaay come on VanCity baby (I know, I can`t believe I`m watching hockey either)"
2,Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show
2, what a **** shame all that body to waste
0, Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...
0, heard through the grapevine that we might see you around today. Looking forward to meeting you.
0, Aural goodness
0,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD"
0,  give them my best!
0, we can`t wait to see you too! pls come back to iowa it isn`t the same at the theatre
1,just saw an advert for ATTICS TO EDEN on tv  out today and only ï¿½9.99 from HMV...so I`m not sure why I had to pay ï¿½13 at HMV...never mind
0,"watching #f1. I live near Montmelï¿½, I`m so excited about this race"
0,"3 days of frisbee, three nights of partying and sprained ligaments. Can`t imagine a better long weekend"
0, thanx Tom  love u too !!!!!!!!!!!!!!!!!!!!!!! have a great day
2, UGH I HATE QUEUEING
1, if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago
2,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.
1, argh. Interested. Time maybe can`t go. Maybe.
2,"Heyy, Im Not feeling so good cuz of wat happened yesterday in the car accdentt."
0,keeping it chilled.
1,most of da time on gtalk ! pls make my follow count 600
0, Good luck with the footage - none of the stations are breaking in live with it
1,collage. what is feminism?
0,"hi everyone, hoping all of you have a good week"
2,huh? its 1 am already? shucks
2,Dang it! I REALLY look like ****!! Sigh only had 35mins to shower and 10mins to get ready
2, ye it is not fare on me  x
0,_tall_blonde   ~~Hello~~~  and thanks for the follow.
0,TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day
2,GOD SCHOOL IS GOING TO SUCK **** NEXT YEAR!
1,wants the tickets for the concert
1,"Back then I didn`t know why you were misunderstood. So now I see thru ur eyes, all that u did was love. Mama, I love you"
2,_Kel_17 ehh carnt stand hot weather
0,I am watchinggg the new video of  Its sooo good  Addicted!
0,that was a fun bacontaco night
2,Its so sad
0, swimming and tanning was heaven! i blasted music while tanning and was in my own world.
0," Yes, we will! We should maybe do it in a DM though so we don`t annoy our followers. Thought of that too late.    Good night!"
0," Thanks Anita, I am looking for hosting, I will look at them too"
1,I am going to see how long I can do this for.
0,Its offically mothers day!! happy moms day!!!
2, Well the one thing where you lay on the floor I couldn`t do all of them....I`m very out of shape
0," Tom! Do a tour in the Philippines, please?  That would be so awesome!"
1,"  - we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!"
1,the whole day.
1,headed into venue.  bbl
2,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO
2,Starting to spoil my pug since her brother Max passed away on Tuesday. We miss him.
1,"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki`s book so i can hire a cleaner"
1," that`s the prob, i work from home, and the bed`s calling, no, screaming out my name! had really strong coffee instead"
0,_rothlisberger That`s **** awesome!  *bookmark*
0,happy mother`s day to all moms out there...
0,  oh hi terri good now what about you? any good gossip
0,Through to quaterfinals of charity football tournament. My penalty save sent us through
1, damnnn. training starts  at 11. but that would have been cool. next timeee
1," yes mate, on Friday"
0," Thanks, Kelly! You are too sweet!"
2,I hate this bit
2, Doubtful! It`s going to be on 24/2!
0," Thank you! Your makeup art is top-notch, come to my house every morning! ha ha"
2,I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.
1,92.7 is turning it right about now.
1, How are you today!?
1," They paid you to go? Think before voting, each vote counts"
0,My TweetDeck is languishing in API Hell. Again.
0,woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.
0,Done some positive affirmation now back to the Japanese yay for bank holiday Monday
1, nvm i just got ur message that ur sick
0,call me einstein. got math test results: A-  hell yesss
1,Is at work  ohwell need money so : D
2,"getting ready to start my work week, it`s so not TGIF for me!! It`s monday"
2,"Moving office tomorrow after 3 years at this one, its a sad day"
0,Last night was fun w the lightening and thunder  Today will be in the 90s
1,  you told me u would be there...lol! Hmmmm where were u.....
2,Gained 3lbs wish I could afford something other than top ramen... If only I had a job...
0," Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!"
1,Hence the smiley face.  ha ha ha ha. Lol yeah i`m hong to be tired as **** tomorrow. But guess what i do not care.
1, wish you we`re coming to Perth
2," GAAAAAAASP I didn`t know it will be the final one!!  Sad, I`ve been reading those books for years"
1,hahaha yeah i see that. but he can`t twitter me back
1,The Renegades last day was today and...well... he`s gone... didn`t catch him  Gutted... Closest he came to Greenock was Kilmacolm!
2,Cant believe there had been nice weather all day and I was stuck in doors all day
2,"its at 3 am, im very tired but i can`t sleep  but i try it"
0,Good morning everyone
1,T-bone`s gone to sleep... Think we`re gonna join him
0,Hecks yeah. Jandy timsamlake is too rawesome!
2,Akh! I woke up and missed so much of Sayed Hassan`s speech
2,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water"
2,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ..."
0, Happy Mother`s Day!!
2,"Hope I`m not coming down with piggy flu, eyes red. Neck no longer holds up heavy head. Time for sleep.  Sogni D`oro all!"
2,I`m at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol
0,happy mother`s dayy!!! to me andd the rest of the fabulous mommy`s out there
1,"standing here open hands and i know i can`t do this alone hold on, hold on, baby, hold on...geeez"
0, !!! It`s fantastic!
2,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA
1,  amason seems to think hamburger a-go-gos don`t get it till october! well now....
2,"Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!"
2,"_Marls Nah I got bare work to do, 3 weeks left and I`m bare behind"
0, totally agree
0,I love ! Thank you SO much for saying 'hi to Jenn & Laura' yesterday in Arcadia! My friend Shannon surprised me w/the vid
0, Happy birthday!
0,happy mothers` day to all your moms!
2,Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.
1,anywho im having an early night good night twitter world.
1, are you tweeting while running?
2,My BFF rocking Hotel California now. No  songs!  done stay the same. What`s next? Hmmm.. Careless whisper!
0," it`s the small things in life that count, like being on a blur photograph of google streetview..  keep following !!!"
2,Yikes. That poor girl on BGT. That was quite hard to watch
2,my cheeeks hurt so bad. what happened!?
2,"@_katieedwards I can`t yet back, I`ve run out of texts!  I`ll ring you laters xoxo"
2,I don`t like when my g1 changes.    I feel like google should send me an email and tell me all the things they`re gunna do to my phone.
1," lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?"
0, - I enjoyed seeing EVERYONE that presented on Saturday at the Clark Howard event - Especially the 3 pre-clark speakers
0,i dont want the seniors to leave
2,"Oh my Lord, I have no idea if any of this **** I spout is getting to anyone"
1,Just came back from school.... Packing for my dad`s house
0, can I help in any way?
1,_i_girl that`s why you are #twitterbff
1,pool is still closed  and it is cloudy. what should i cook tonight?
1, hey I didn`t get the email yet
2,"  as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck"
2,this week has been awful.
1,I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills
1,class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I`ll forget -_-
0, That sounds like a good compromise.
2,had a horrible sleep + in a rather bad mood
1," well, so are you  but i managed to go to sleep for another couple of hours and wake up again while you`re still snoozing"
2,: aww im sorry honey.  that stinks
1,"I`m now totally addicted to Farm Town. Frankly, it`s more fun that fixing laptops or studying the diseases that will kill us all."
1, LOL  I`m the night owl queen - why you up?
2,I`m not! They frighten me to death............I just like to see all the boys in their leathers!  ;) We go every year. Brilliant atmos!
1, for me they`re not
0, that is truly impressive. Can`t come close to that. Takes the argument over whether web needs subs to a new level though
0,just had a bbq... YUM im full now
0,why must the weather b so nice and then so bad all in 1 minute
1, and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it
1, Nope  day off;
2, morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****
1," youre not going, are you   ?"
0,jungle book 2 is sooooo cute.. i have nothing to eat or drink
2,ugh back in reno
1,I need to look at apartments tomorrow
1,Having a pj dayy.....Doesnt happen veryy often
2, that sucks
0,i`m so happy i aced my final!
2, Business or pleasure? Will keep my eye out for anything. You`re just missing a Moondog concert tomorrow night
2,  You`re just jealous!  Guess you`ll be walking around the office tomorrow in your Malo!
2,http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder
0, Hee. I love them all.
0,photo session + mother-daughters bonding session = happy me
1, No problem. I`m just sharing the whole list to you.
2,_E LOL yeah I had a few slices of cheddar cheese b4 sleeping.
0," Also it has a dense treatment of CPS and Continuation based Interpreter design, which is not there in SICP. Good to have both"
0,Good episode of Top Gear tonight.
1,NW Macedonia: Few rainy days in a row.
2,Irony: Inventor of Ford Mustang can`t keep his car   http://tinyurl.com/lpmvtk via :
1,Watching 'Hairspray'
2,Hadnt cried in such a long time
0," It`s on today`s menu, don`t worry"
0,Just downloaded music for over an hour.  Love when that happens
1,  u think i could call u tnite?
2," i wish i could offer a hug right now, so bad"
0, This is truly enlightening for me
1,I know  I have no clean clothes either. And the washer`s in the kitchen  **** you #kitchenfire
0,"Omg,... just had the best roast ever! but now im full haha,.."
2,Blah. Work at job one all day and job two all night.
0,i love mandy moore so much  and also angela
2,last night sucked... too many bad dreams about spiders and rogue octupi
1,_celeste  finally some sleep in silence
2,What a busy day ... am disappointed that today`s show is a repeat
1,Sucky day so far hope it gets better
2,  im really sorry i know wallah how u feel this life is shittttttttt
1," It`s 12AM! ,  and I are still up, sending you as much tweets as we can! Philippines tour please?"
1,Living my life
2,Just saw up with my favorites and surprisingly it was way too sad
1,Adding Comments for my friends  want sum?
0,": `Bring it on: In it to win it` is the BEST movie ever!!  U are the best actress, singer, dancer and role model ever<33 xoxo"
1,SUNNY DAY!  going down to Stonehenge with my parents...
1,SoCal!  stoked. or maybe not.. tomorrow
0,"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!"
1,Lack of plans for tonight  Anyone going out?
1,i loudly said something & my coworker replied 'i dont know brian klemm! But even I love brian klemm!'  ( _0_Tronic )
0, yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last night
1, IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;)
0,HAPPY MOTHER`S DAY
1, well now i do
0,going to take my last final ... wish me luck ..
1," Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F`d"
0,"Watched Yes Man, it was good  http://tinyurl.com/dbrc88"
1," LOL NOPE, saw a show on TV that claimed so, figured i`d try and get my own non-media stats"
2, oh the noon? I don`t know if I can make that one...I only get 30 min for lunch
1, ok... maybe not angry... just with very little sense
2,  If you don`t want to come then don`t come. JEEEEEZ.
2,"Warhammer 40k: Space Marines `officially` announced, only for 360 and PS3.  No luck for PC gamers"
2,Missing  from BKK na.
2,@_supernatural_ http://twitpic.com/66l83 - I really miss her.
0, because i stopped today :S wish me luck.....  (had to overload first)
1,Never better! I had to follow some local Tweeples! It`s only right!  
2, I could but won`t get here in time before my Vegas trip  So I`ll still look like a noob there~
1,should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...
0, has just voted for you. hope you win!
2,Hairdye patch test has just smeared all over my WHITE duvet cover  **** ****. <3
0, Shop smart.  Shop S Mart.
2,I miss my peanut gallery
2, it was fun  Ate at mas.Thanks!!  Good luck w/ ur showing tomorrow.
1," I know, the suns not even up and ive been up for an hr. Tossa decided to sleep ON my side and cold nose me."
1, tomorrow night would definitely work
1," **** none. But yea last weekend was crazy, i think i partied to hard, thats why im sic."
2,ughhh seriously hung over
0,FREE FREE FREE- just a pesky registration but after that  ENJOY http://bit.ly/rlQGu
2,  I don`t think I like this Roy Williams who dissects frogs while still alive >  You look like Chachi from Happy Days
2,justwatched the most depressing episode of Jon  Kate EVER!!!i actually almost cried.
2,feeling sick and wondering if I should get out of bed to go throw up or just go to sleep...
1," really... I`m an alumnus, and I don`t know myself! and we didn`t have Macs yet when I was there..."
2,Q: what studio created `Open Season`? should google it or look at the dvd downstairs but feeling lazy
2,is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah
2,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!
0,watching my tiny nephew  perfect baby
2,_Pritchard how come i dont see more of u? how come i dont see u at all is a better question lol. that needs to change mister! im sad
0,Yet another good weekend with someone. Sigh. Man I like the boy..
2,AHHHH! Cant find anything because I have way too much open
1,"Christa`s Mothers Day card, deep in the build phase.   - Photo: http://bkite.com/07k6e"
1,found out that no one he knows is using Twitter.
1," no you didn`t,  not more then me anyway"
2,"Has horrible toothache, and had only a wink of sleep  ****"
0,I nvr wanted May to come to an end
2,Dude my butt itches  but i cant scratch it cause ppl r here
2,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z
1,Only 5mins till my baby`s back from work
1,Just got nudged by Diane.
2, Haha! maybe I should try that. The insomnia is kickin` my butt
1,"  Me to, oh well maybe one day"
1, i wannabe in dubai
2, aww  I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it`s about
1,I don`t know what this is all about  but I`m goin to sleep
0, hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!
1," Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it`s safe to say it can only get better tho. Beer-thirty?"
2,"When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa`s  ohhhhh <3"
2," **** - that`s sad, then... I haven`t heard the new one yet. Sounds like I`ve been spared a tragedy."
0,http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha
0, aww I wish the same thing...
2,Too hot. Station isn`t packed but train packed. No windows open on train. Roasted sardines.
1, Well I`m obsessed w/all of them - but I watched the first one again last night  glorious! where can i get a wand?
2,_x ah that`s annoying
1,"stealth shopping - got wife b-day present while at mall together and she didn`t notice - buy, hide it in car, back before she missed me"
0,Oh Mother - Christina Aguilera. Happy Mothers` Day to all the mamas!  ilovemymommy! <3
2,Washing The Dishes :S iTs So hard 2 be Me
2,"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not really in a position to make that judgement  #steviewonder"
1,"I`m SO out of it this morning, that don`t know if coffee or energy drink will help me get going this morning"
0," I know, thx  But I`ll be ok."
0,'Never give up on something you can`t go a day without thinking about.' I like that quote.
1," been there, done that"
1, Hooray! Your avatar is back! Wil go and put it in the Gardeners zone now
2,"Was outside playing ball with dogs, now all hot and sweaty"
1,i dont get it
1,Coming to the end of my vacation.
2, LOL freakinggg I worse a lookse shirt and shorts and sandals and it looks like its gonna rain outside  boo yahoo wearther
1, just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol
1, MAKE ME ONE! I`m still craving shrimp
1,[Sarah Mcglaclan song in background] Please donate to jpnnbak` fund of 'Dinero for the cable bill' think of how you will make her
0, but it is a good one
1,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today"
0, I just got my JAGK shirt in the mail! Omg I love it!!!  see you saturday!!
2,LA unified summer schools drastically cut due to CA budget  cuts. Very sad
2,would like a hug and a kiss from Eric. Long distances really really stink
0, awww. its cool. i ate too much ice cream
2,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn
1,  im riding the highs and lows of moods now.... chores blow
0,"Oh yeah, Radio1 is SO playing Earth, Wind and Fire"
0, Cause its true!!! It would!!! Hahaha... I Love YOU
2," He steals my stuff, buries them under fence. Embarassing when it`s the man returning them! Not much I can do about frogs."
1,; why is the font so huge?! small fonts rock socks
1," I`m sorry you aren`t having a good day.  cheer up though, your day doesn`t define you..."
0,wishes people wouldn`t be so stubborn sometimes.
2,listening to ryan adams and being sick
1, how come  its for us now to win ms twitter world.is it not working for you ?
0,Downloading Chex-Quest!  Been about 12 years sins it`s final release you say? Your Right!
0," AWWWE! I live in Van, would`ve been so great to see you  but have a great flight!"
0, thanks Daxx you too!  God Bless you brother!
0,I have found the best songd to have stuck in my head are relient k songs...I know every word and can finish them
2,_one Could use GarageBand though it`s probably overkill.
2, Me and Wendy are going after all.  Wish you were!!!
1, I can haz beer too? Oh wait... I`m a work...
1,"SPGridView is looking prettier, but I`m pretty sure my code is very ugly."
2,massive headache  going to see terminator tonight!
1,"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles."
1,"Work, work, work"
2, lucky e went!  jealous!
1,My 1st Mothers Day Tomorrow
1,OMJ JUSt qOt HOME fROM tHAt PARty! it`S 2:OO a.m! i`M MAN tiRED! GOODNiqHt AND HAPPY MOtHER`S DAY 2 ALL!!! tAkE CARE & GOD BlESS!
2, we watched the today show(: we didnt see you though
0,Happy Star Wars Day!!!
2, He`s been doing my makeup for YEARS... long before Tyra stole him away from us.
0,going to look in the refrigerator for a taste snack to eat
2,ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...
0, that`s awesome. Can`t believe they have the poster up Already! I haven`t seen one over here yet
0," I`ve never seen any of the X Men films but they are supposed to be good so I thought, why not?"
0,"_Chip That`s right! I totally forgot. Might not be till August, though    Have a great summer!!"
0,"barely awake, eating breakfast.. marathon morning!   Good luck to all the racers, and happy Mother`s Day!"
1,i went to the doctor. i hav a virus.
0,Happy mothers day mumm  xoxo
0, sounds like a great idea.  wish I could make it
1," hows the peas doin? if you meet them, tell them i said hello"
0, welcome to twitter my friend
2,ok...so i`m Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like ****
0,Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v)
0," since I`m reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day"
0, Not a problem at all sis - respect due
2, LOL. Academy-ish. Haha. I really really miss O.B.
2," pheasant dreams, kaotic ones"
0,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!
1,Drinkin` Chai tea and not sleeping.. and checkin` out some cool peeps
0,"So much happier, despite my looming departure"
0,Spent some time with the Guild Wars 4th birthday update. Menagerie is a welcome new feature... For Rangers anyway.
2," I like the idea of eliminating bludgers and beaters just tackling ppl, makes it nearly as dangerous as book quidditch"
1,Phone went in the toilet   The truth is I`m surprised is hasn`t happen sooner!
1, haha wtf is that! You don`t want me to leave
2,"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can`t Reply To Tweets"
0, i quite like God Save Our King too
1," awe yeah, it`s more fun revising with others but you get distracted easier >.< yeah I`m tired, revising history"
2,31 degree centigrade is much hotter than 30 degree centigrade
2,"i have officially hit the wall, totally nonfunctionalproductive at work"
0, good luck in the pressure test! don`t worry everything will be great
2," no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough"
0,_ good morning - you`re up early! Feeling enthused to design your life?  thanks to manics for that phrase
2, hey! Sorry I didn`t see ur message to me
2,Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout
0, Right on! Pull up a chair and welcome
2,"  it`s an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?"
1,Ill have a photo up tomorrow! Kay
0,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available."
2,Babysitting in the sun and heat. I`m getting lots of freckles
0,Just got home  interesting night
1,See FTSK tonight in Grand Rapids
1, SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?
1,its my last friday of my high school years!
0,Time to get educated  Hope you all are off for a great start on this Monday morning
1, 'They' being the husband or the girl?
1,i didnt get paid this week  roll on tuesday
2,just got home from school and from the wake of my friend`s father.  so tired..
1," Yes, we just need ppl to vote. GET OUT THE VOTE. ;) Ciao for now.  Till tomorrow...Is Anybody Listening? Yes, I am.  Night!"
0, Thank you sister!!
0,I will not be late.  I will not be late.  I will not be late.
0,Mmm wasabi coated peanuts! Burns so good
2,This is California it has to be sunny... But its not ::::: makes me kinda sad
1,I`m soooooooo hungry right now. DH is still not home.
0, and the habitat is twitter-active. Neat
2, no turkey leg? i can`t believe it!
0,The test today was killer. I didn`t even manage to finish on time.
1,This Water Horse movie is totally making me want to go to Scotland. I want a water horse  lol
2, Ahhh...can`t do this one....will be in las Vegas that weekend  #noctweetup
2,"I`m always a little sad to see followers I really like, decide to unfollow me."
0, you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang
2,This headache is killing me yet I need to cover some boring police event.
0," Wooops! Meant I agree with Boomstone..trying 2 reply 2 both, LOL. Happy Mothers Day to you as well!  TTY soon!"
0, Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I`m already done with core classes
2, i`m having a hard time using hulu  have u heard of anyone having problems that uses windows vista?
1, Wonderful trip!  Read all 4 Twilight novels.  Completely all consuming and engrossing.  Kinda sad to be done.
2,"Joining facebeek.  What a loser, I have no friends   Amy where are you?"
0,Just watched The Goode Family premiere online... And I think this may be the last episode I watch. It`s pretty amazingly mediocre  pass.
2,walking past the school i went to junior high in as it`s being torn down
0,last day of work  ...but everyone is making it so great!
0, Kudos! love some homemade french toast!
1,had a good day but im now skint again
1," also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall"
0,The Star Trek movie was amazing! omg everyone has to go see it
2," lol `if u knew better, u`d do better, wouldnt wear Uggs in shoe weather...` awww RIP Stack B"
2,#BGT That poor kid
0,_E  It`s an honour being your friend!!!! http://bit.ly/LhgZ2
1,Why is looking for girls names easier than looking for boys
2,oh godddd I coughed up a little bit of taco
0,_michele thanks for that...am now following them...love good causes
1,"Work, work. Me not that kind o` orc."
0,Interesting. I type `bike` i get 10 bike company followers. `Download` gets me 5 IT companies. Amused.  Can you say `keyword`?!
1,getting rained out @ the devon horse show.  *head desk*
2,I think I tricked out my ankle during cardio yesterday.  I`m getting old.
1," ok babe gotta go back to work, tweet you later"
2,  I`m starting to feel depressed with this hurricane talk... I`m on the front lines down here!
2,I think I may have ruined a friendship this week by getting carried away
2," uff, ble litt trist av ï¿½ lese den siste tweetsen din  the challenge prooved too be tough!! :`("
2,"I`m so sick, it`s ridiculous."
0, kittens are cute then they grow up n become CATS
2,  sorry to hear that. Is is a 365?
0,studying out of spite. whatever.. Wonderful unforgettable weekend with DC
2, not a lot!! im bored! My names Crissy BTW lol How u doinnnn???
2,_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(
1," I really like miller park too  too bad the cubs aren`t leading, hopefully they can get it together soon"
0,omg himym! one of the best shows on earth
1, You`re phone is off
1,Pub crawling through NE pdx
1,"Lovin` , , & _Bailon SOOOO much right now!"
0, is new van a nice one
2,I am doing Geography Revision on Earthquakes!  How Boring!!
0,actually loves nesquik cereal
0,Loves her david soooooo much <3
1," july 8th flight gets in, my mate here is on about goin hm early so am all"
0, Hahahahahahahaha hope so.. I hope you`ll like it
1, hey you!
0,needs a new job either closer to home or worth the drive
2,Being attacked with cola..... all sticky
2,All ready for work... except my arm
1,t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request
1,I will surely vote for .
0," can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager."
2, i did that but my INS wouldn`t pay for the therapy  so now i dk what to do!!
1,awwww  i never noticed this http://bit.ly/RConp
1,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics
1,Oh thank god!  so sad that I`m this happy.
1,Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad
